Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2010,28.101
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2011,29.502
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2012,29.894
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2013,30.806
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2014,31.091
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2015,32.454
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2016,33.260
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2017,34.003
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2018,35.698
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2019,37.384
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2020,41.193
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2021,42.869
Private nonfarm,Utah,All workers,Hourly compensation,Current dollars per hour worked,2022,46.508
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2007,26.435
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2008,27.340
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2009,27.514
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2010,27.876
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2011,29.141
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2012,29.588
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2013,30.347
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2014,30.991
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2015,32.307
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2016,32.800
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2017,33.521
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2018,34.541
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2019,35.386
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2020,39.365
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2021,40.804
Private nonfarm,Vermont,All workers,Hourly compensation,Current dollars per hour worked,2022,43.944
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2007,31.195
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2008,32.244
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2009,33.804
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2010,33.559
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2011,34.008
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2012,34.947
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2013,35.963
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2014,36.272
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2015,36.865
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2016,37.229
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2017,38.866
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2018,40.298
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2019,42.044
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2020,46.127
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2021,47.866
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,2022,50.884
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2007,32.205
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2008,33.639
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2009,34.306
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2010,35.630
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2011,36.124
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2012,37.432
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2013,38.559
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2014,40.131
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2015,40.669
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2016,41.553
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2017,43.708
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2018,46.515
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2019,49.239
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2020,54.046
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2021,57.882
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,2022,60.188
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2007,23.990
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2008,25.344
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2009,26.404
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2010,26.474
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2011,27.967
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2012,28.765
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2013,28.685
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2014,28.952
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2015,29.772
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2016,29.297
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2017,30.430
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2018,32.352
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2019,32.374
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2020,33.784
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2021,34.509
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,2022,36.861
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2007,29.098
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2008,29.868
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2009,30.782
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2010,30.576
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2011,31.260
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2012,31.607
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2013,32.307
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2014,32.506
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2015,33.603
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2016,34.120
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2017,34.951
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2018,36.733
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2019,38.370
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2020,40.826
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2021,41.915
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,2022,44.399
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2007,26.523
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2008,27.433
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2009,27.293
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2010,27.874
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2011,28.515
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2012,29.438
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2013,29.988
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2014,30.915
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2015,31.612
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2016,32.255
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2017,32.361
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2018,32.995
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2019,33.498
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2020,35.603
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2021,36.892
Private nonfarm,Wyoming,All workers,Hourly compensation,Current dollars per hour worked,2022,39.207
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2007,30.000
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2008,31.023
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2009,31.377
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2010,31.646
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2011,32.232
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2012,32.819
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2013,33.315
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2014,34.110
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2015,35.225
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2016,35.799
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2017,36.863
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2018,38.251
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2019,39.496
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2020,42.241
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2021,43.692
Private nonfarm,Midwest,All workers,Hourly compensation,Current dollars per hour worked,2022,46.368
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2007,37.544
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2008,38.498
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2009,38.408
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2010,39.345
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2011,40.195
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2012,41.055
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2013,41.463
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2014,42.717
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2015,43.838
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2016,44.211
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2017,45.804
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2018,47.077
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2019,48.807
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2020,53.603
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2021,55.664
Private nonfarm,Northeast,All workers,Hourly compensation,Current dollars per hour worked,2022,57.947
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2007,28.148
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2008,29.136
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2009,29.946
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2010,30.419
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2011,31.023
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2012,31.970
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2013,32.444
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2014,33.234
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2015,34.201
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2016,34.688
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2017,35.714
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2018,36.843
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2019,38.131
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2020,40.941
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2021,42.761
Private nonfarm,South,All workers,Hourly compensation,Current dollars per hour worked,2022,45.759
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2007,32.517
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2008,33.607
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2009,34.080
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2010,34.926
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2011,35.756
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2012,36.845
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2013,37.425
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2014,38.595
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2015,39.969
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2016,40.826
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2017,42.479
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2018,44.175
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2019,46.130
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2020,50.588
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2021,53.807
Private nonfarm,West,All workers,Hourly compensation,Current dollars per hour worked,2022,55.129
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2008,4.9
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2009,6.3
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2010,1.8
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2011,1.5
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2012,-2.0
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2013,1.0
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2014,4.5
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2015,2.8
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2016,1.1
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2017,3.3
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2018,3.5
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2019,3.4
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2020,6.5
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2021,4.6
Private nonfarm,Alabama,All workers,Hourly compensation,% Change from previous year,2022,7.9
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2008,4.5
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2009,3.7
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2010,0.7
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2011,0.6
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2012,5.0
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2013,4.4
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2014,4.4
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2015,3.3
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2016,-1.2
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2017,-1.3
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2018,4.3
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2019,2.9
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2020,8.8
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2021,1.5
Private nonfarm,Alaska,All workers,Hourly compensation,% Change from previous year,2022,5.6
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2008,4.7
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2009,0.5
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2010,-0.1
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2011,3.7
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2012,2.1
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2013,1.6
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2014,3.4
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2015,1.3
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2016,2.1
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2017,2.6
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2018,3.9
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2019,3.6
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2020,7.7
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2021,4.7
Private nonfarm,Arizona,All workers,Hourly compensation,% Change from previous year,2022,5.4
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2008,2.4
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2009,4.2
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2010,1.6
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2011,1.8
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2012,4.0
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2013,1.9
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2014,2.4
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2015,3.0
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2016,0.9
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2017,1.2
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2018,2.1
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2019,3.1
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2020,6.3
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2021,3.3
Private nonfarm,Arkansas,All workers,Hourly compensation,% Change from previous year,2022,6.2
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2008,2.8
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2009,1.0
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2010,2.8
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2011,2.8
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2012,3.2
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2013,0.8
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2014,3.1
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2015,4.2
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2016,2.1
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2017,4.7
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2018,3.9
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2019,4.6
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2020,10.6
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2021,7.1
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,2022,0.2
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2008,3.1
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2009,3.4
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2010,1.8
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2011,1.1
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2012,1.9
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2013,2.1
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2014,3.9
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2015,4.2
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2016,1.8
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2017,4.6
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2018,3.1
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2019,6.5
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2020,7.5
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2021,5.1
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,2022,7.3
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2008,1.9
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2009,2.1
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2010,2.3
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2011,0.3
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2012,0.5
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2013,1.6
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2014,2.2
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2015,2.7
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2016,0.5
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2017,0.9
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2018,1.4
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2019,3.4
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2020,7.8
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2021,2.4
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,2022,5.9
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2008,2.9
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2009,2.7
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2010,3.5
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2011,1.8
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2012,2.0
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2013,1.7
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2014,1.8
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2015,0.8
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2016,-1.0
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2017,4.2
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2018,1.7
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2019,3.2
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2020,8.5
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2021,2.6
Private nonfarm,Delaware,All workers,Hourly compensation,% Change from previous year,2022,5.1
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2008,4.7
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2009,-1.2
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2010,5.3
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2011,2.1
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2012,-0.7
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2013,-0.3
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2014,2.8
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2015,4.4
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2016,1.2
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2017,3.7
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2018,4.8
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2019,1.5
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2020,12.0
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2021,7.1
Private nonfarm,District of Columbia,All workers,Hourly compensation,% Change from previous year,2022,3.4
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2008,3.4
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2009,0.9
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2010,1.1
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2011,2.8
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2012,4.3
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2013,1.2
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2014,1.9
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2015,3.3
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2016,2.1
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2017,3.1
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2018,2.5
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2019,5.3
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2020,8.0
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2021,6.0
Private nonfarm,Florida,All workers,Hourly compensation,% Change from previous year,2022,7.9
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2007,N.A.
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2008,2.6
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2009,4.0
Private nonfarm,Georgia,All workers,Hourly compensation,% Change from previous year,2010,1.2
