"Annual labor productivity by state and region, N.A. = data not available",,,,,,,,,,,,,,,,,,,,
"Data released May 25, 2023; Bureau of Labor Statistics, Office of Productivity and Technology",,,,,,,,,,,,,,,,,,,,
Sector,Area,Basis,Measure,Units,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Private nonfarm,Vermont,All workers,Value-added output,% Change from previous year,N.A.,6.8,0.2,4.8,3.0,3.8,-0.9,3.7,3.0,2.6,2.8,3.9,3.4,-6.1,11.5,10.5
Private nonfarm,Vermont,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.2,2.7,0.2,1.0,2.1,1.9,1.9,2.1,1.5,1.3,1.9,2.4,2.1,3.6,6.5
Private nonfarm,Vermont,All workers,Labor compensation,% Change from previous year,N.A.,3.8,-5.2,1.1,5.7,4.2,2.9,-0.4,5.6,2.4,2.4,3.6,2.5,-0.6,6.8,11.3
Private nonfarm,Vermont,All workers,Real labor compensation,% Change from previous year,N.A.,-0.1,-4.6,1.1,2.9,1.3,0.9,-0.4,3.6,1.7,-0.4,1.1,1.5,-4.3,5.4,2.9
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,N.A.,-1.7,-2.9,-3.4,3.8,2.5,5.8,-2.1,4.8,1.3,1.0,1.6,1.5,8.1,-0.8,7.3
Private nonfarm,Virginia,All workers,Labor productivity,Index (2012=100),92.369,94.257,99.894,100.663,100.615,100.000,102.438,100.620,101.798,101.914,103.538,104.306,107.969,112.334,116.592,116.276
Private nonfarm,Virginia,All workers,Real value-added output,Index (2012=100),95.962,95.345,94.568,97.758,98.909,100.000,100.946,100.761,103.428,104.633,107.003,110.642,113.988,111.167,118.993,121.074
Private nonfarm,Virginia,All workers,Hours worked,Index (2012=100),103.889,101.155,94.669,97.115,98.304,100.000,98.543,100.141,101.601,102.668,103.347,106.075,105.575,98.962,102.059,104.126
Private nonfarm,Virginia,All workers,Employment,Index (2012=100),103.639,102.119,97.305,96.820,97.779,100.000,100.276,101.160,102.342,103.493,105.732,108.169,108.927,103.784,105.666,109.092
Private nonfarm,Virginia,All workers,Output per worker,Index (2012=100),92.593,93.367,97.187,100.969,101.156,100.000,100.669,99.606,101.061,101.102,101.202,102.286,104.646,107.114,112.612,110.983
Private nonfarm,Virginia,All workers,Real hourly compensation,Index (2012=100),98.313,97.821,103.634,99.894,98.552,100.000,100.400,99.626,100.949,101.387,105.307,105.966,110.672,118.815,116.315,114.291
Private nonfarm,Virginia,All workers,Hourly compensation,Index (2012=100),89.263,92.263,96.728,96.028,97.312,100.000,102.906,103.789,105.488,106.528,111.213,115.311,120.307,131.991,136.966,145.603
Private nonfarm,Virginia,All workers,Value-added output price deflator,Index (2012=100),92.855,94.240,96.522,96.807,97.751,100.000,101.766,103.547,105.828,107.391,108.609,110.350,112.740,114.646,117.775,124.905
Private nonfarm,Virginia,All workers,Labor compensation,Index (2012=100),92.734,93.329,91.571,93.257,95.662,100.000,101.407,103.935,107.176,109.370,114.935,122.316,127.014,130.620,139.786,151.611
Private nonfarm,Virginia,All workers,Real labor compensation,Index (2012=100),102.137,98.951,98.109,97.012,96.881,100.000,98.937,99.766,102.565,104.091,108.832,112.403,116.842,117.582,118.710,119.007
Private nonfarm,Virginia,All workers,Unit labor costs,Index (2012=100),96.637,97.885,96.831,95.396,96.717,100.000,100.457,103.150,103.625,104.528,107.412,110.551,111.427,117.499,117.474,125.222
Private nonfarm,Virginia,All workers,Employment,Thousands of jobs,3396.8,3347.0,3189.2,3173.3,3204.7,3277.5,3286.6,3315.6,3354.3,3392.0,3465.4,3545.3,3570.1,3401.6,3463.3,3575.5
Private nonfarm,Virginia,All workers,Hours worked,Millions of hours,"5,978.946","5,821.587","5,448.280","5,589.049","5,657.511","5,755.105","5,671.278","5,763.209","5,847.230","5,908.641","5,947.716","6,104.718","6,075.960","5,695.341","5,873.610","5,992.572"
Private nonfarm,Virginia,All workers,Real labor compensation,Millions of 2012 dollars,"200,721.984","194,459.997","192,805.105","190,649.099","190,392.789","196,521.918","194,433.422","196,061.909","201,563.066","204,562.466","213,877.757","220,897.231","229,620.454","231,073.505","233,292.001","233,874.869"
Private nonfarm,Virginia,All workers,Value-added output,Millions of current dollars,"287,379.627","289,792.549","294,390.696","305,220.802","311,821.983","322,516.825","331,319.258","336,497.441","353,013.350","362,400.313","374,811.401","393,772.645","414,469.356","411,042.704","451,985.679","487,731.850"
Private nonfarm,Virginia,All workers,Labor compensation,Millions of current dollars,"186,512.766","187,708.971","184,173.609","187,563.886","192,400.642","201,125.679","203,956.033","209,040.573","215,559.392","219,971.929","231,163.022","246,007.964","255,458.163","262,711.105","281,145.239","304,928.981"
Private nonfarm,Virginia,All workers,Real hourly compensation,2012 dollars per hour worked,33.571,33.403,35.388,34.111,33.653,34.147,34.284,34.020,34.472,34.621,35.960,36.185,37.792,40.572,39.719,39.027
Private nonfarm,Virginia,All workers,Hourly compensation,Current dollars per hour worked,31.195,32.244,33.804,33.559,34.008,34.947,35.963,36.272,36.865,37.229,38.866,40.298,42.044,46.127,47.866,50.884
Private nonfarm,Virginia,All workers,Labor productivity,% Change from previous year,N.A.,2.0,6.0,0.8,0.0,-0.6,2.4,-1.8,1.2,0.1,1.6,0.7,3.5,4.0,3.8,-0.3
Private nonfarm,Virginia,All workers,Real value-added output,% Change from previous year,N.A.,-0.6,-0.8,3.4,1.2,1.1,0.9,-0.2,2.6,1.2,2.3,3.4,3.0,-2.5,7.0,1.7
Private nonfarm,Virginia,All workers,Hours worked,% Change from previous year,N.A.,-2.6,-6.4,2.6,1.2,1.7,-1.5,1.6,1.5,1.1,0.7,2.6,-0.5,-6.3,3.1,2.0
Private nonfarm,Virginia,All workers,Employment,% Change from previous year,N.A.,-1.5,-4.7,-0.5,1.0,2.3,0.3,0.9,1.2,1.1,2.2,2.3,0.7,-4.7,1.8,3.2
Private nonfarm,Virginia,All workers,Output per worker,% Change from previous year,N.A.,0.8,4.1,3.9,0.2,-1.1,0.7,-1.1,1.5,0.0,0.1,1.1,2.3,2.4,5.1,-1.4
Private nonfarm,Virginia,All workers,Real hourly compensation,% Change from previous year,N.A.,-0.5,5.9,-3.6,-1.3,1.5,0.4,-0.8,1.3,0.4,3.9,0.6,4.4,7.4,-2.1,-1.7
Private nonfarm,Virginia,All workers,Hourly compensation,% Change from previous year,N.A.,3.4,4.8,-0.7,1.3,2.8,2.9,0.9,1.6,1.0,4.4,3.7,4.3,9.7,3.8,6.3
Private nonfarm,Virginia,All workers,Value-added output,% Change from previous year,N.A.,0.8,1.6,3.7,2.2,3.4,2.7,1.6,4.9,2.7,3.4,5.1,5.3,-0.8,10.0,7.9
Private nonfarm,Virginia,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.5,2.4,0.3,1.0,2.3,1.8,1.8,2.2,1.5,1.1,1.6,2.2,1.7,2.7,6.1
Private nonfarm,Virginia,All workers,Labor compensation,% Change from previous year,N.A.,0.6,-1.9,1.8,2.6,4.5,1.4,2.5,3.1,2.0,5.1,6.4,3.8,2.8,7.0,8.5
Private nonfarm,Virginia,All workers,Real labor compensation,% Change from previous year,N.A.,-3.1,-0.9,-1.1,-0.1,3.2,-1.1,0.8,2.8,1.5,4.6,3.3,3.9,0.6,1.0,0.2
Private nonfarm,Virginia,All workers,Unit labor costs,% Change from previous year,N.A.,1.3,-1.1,-1.5,1.4,3.4,0.5,2.7,0.5,0.9,2.8,2.9,0.8,5.4,0.0,6.6
Private nonfarm,Washington,All workers,Labor productivity,Index (2012=100),90.332,92.071,93.731,98.945,98.715,100.000,103.677,105.372,106.019,106.026,108.437,115.101,117.516,126.267,133.268,129.381
Private nonfarm,Washington,All workers,Real value-added output,Index (2012=100),93.695,93.853,90.222,93.369,95.686,100.000,103.620,107.726,112.886,117.151,124.171,134.219,139.625,141.787,153.825,156.044
Private nonfarm,Washington,All workers,Hours worked,Index (2012=100),103.724,101.935,96.256,94.364,96.931,100.000,99.944,102.234,106.478,110.493,114.510,116.610,118.814,112.292,115.425,120.608
Private nonfarm,Washington,All workers,Employment,Index (2012=100),102.623,102.394,97.750,96.492,97.556,100.000,101.216,102.883,106.170,109.403,113.995,115.792,119.367,113.533,116.310,121.653
Private nonfarm,Washington,All workers,Output per worker,Index (2012=100),91.301,91.658,92.299,96.763,98.082,100.000,102.375,104.708,106.326,107.083,108.926,115.913,116.971,124.887,132.254,128.269
Private nonfarm,Washington,All workers,Real hourly compensation,Index (2012=100),93.938,94.453,96.193,100.626,98.258,100.000,101.802,103.010,104.122,103.641,104.194,108.572,111.960,121.546,123.111,118.326
Private nonfarm,Washington,All workers,Hourly compensation,Index (2012=100),86.035,89.865,91.647,95.185,96.505,100.000,103.009,107.208,108.646,111.008,116.764,124.264,131.541,144.383,154.630,160.792
Private nonfarm,Washington,All workers,Value-added output price deflator,Index (2012=100),92.292,93.388,95.375,96.107,97.812,100.000,101.762,103.469,105.246,105.983,107.074,108.582,110.511,112.237,115.914,122.521
Private nonfarm,Washington,All workers,Labor compensation,Index (2012=100),89.238,91.604,88.216,89.821,93.544,100.000,102.952,109.603,115.684,122.656,133.706,144.904,156.289,162.131,178.482,193.928
Private nonfarm,Washington,All workers,Real labor compensation,Index (2012=100),97.436,96.281,92.592,94.955,95.243,100.000,101.745,105.312,110.867,114.516,119.312,126.606,133.023,136.486,142.101,142.711
Private nonfarm,Washington,All workers,Unit labor costs,Index (2012=100),95.243,97.604,97.777,96.200,97.762,100.000,99.356,101.742,102.479,104.699,107.679,107.961,111.935,114.348,116.029,124.278
Private nonfarm,Washington,All workers,Employment,Thousands of jobs,2734.8,2728.7,2605.0,2571.5,2599.8,2664.9,2697.4,2741.8,2829.4,2915.5,3037.9,3085.8,3181.1,3025.6,3099.6,3242.0
Private nonfarm,Washington,All workers,Hours worked,Millions of hours,"4,732.516","4,650.895","4,391.769","4,305.471","4,422.605","4,562.609","4,560.064","4,664.550","4,858.156","5,041.356","5,224.638","5,320.462","5,420.999","5,123.441","5,266.409","5,502.872"
Private nonfarm,Washington,All workers,Real labor compensation,Millions of 2012 dollars,"162,915.497","160,983.828","154,815.693","158,767.926","159,249.189","167,202.896","170,120.452","176,084.140","185,373.004","191,474.200","199,493.100","211,689.586","222,418.678","228,208.614","237,596.689","238,616.951"
Private nonfarm,Washington,All workers,Value-added output,Millions of current dollars,"266,619.387","270,236.087","265,308.150","276,669.515","288,568.440","308,324.443","325,113.040","343,668.709","366,312.874","382,815.519","409,933.297","449,345.111","475,744.076","490,659.515","549,759.139","589,474.184"
Private nonfarm,Washington,All workers,Labor compensation,Millions of current dollars,"152,410.170","156,449.771","150,663.218","153,404.222","159,763.877","170,789.721","175,831.375","187,191.339","197,576.402","209,483.191","228,356.357","247,481.735","266,925.053","276,902.307","304,829.573","331,209.103"
Private nonfarm,Washington,All workers,Real hourly compensation,2012 dollars per hour worked,34.425,34.614,35.251,36.876,36.008,36.646,37.307,37.749,38.157,37.981,38.183,39.788,41.029,44.542,45.116,43.362
Private nonfarm,Washington,All workers,Hourly compensation,Current dollars per hour worked,32.205,33.639,34.306,35.630,36.124,37.432,38.559,40.131,40.669,41.553,43.708,46.515,49.239,54.046,57.882,60.188
Private nonfarm,Washington,All workers,Labor productivity,% Change from previous year,N.A.,1.9,1.8,5.6,-0.2,1.3,3.7,1.6,0.6,0.0,2.3,6.1,2.1,7.4,5.5,-2.9
Private nonfarm,Washington,All workers,Real value-added output,% Change from previous year,N.A.,0.2,-3.9,3.5,2.5,4.5,3.6,4.0,4.8,3.8,6.0,8.1,4.0,1.5,8.5,1.4
Private nonfarm,Washington,All workers,Hours worked,% Change from previous year,N.A.,-1.7,-5.6,-2.0,2.7,3.2,-0.1,2.3,4.2,3.8,3.6,1.8,1.9,-5.5,2.8,4.5
Private nonfarm,Washington,All workers,Employment,% Change from previous year,N.A.,-0.2,-4.5,-1.3,1.1,2.5,1.2,1.6,3.2,3.0,4.2,1.6,3.1,-4.9,2.4,4.6
Private nonfarm,Washington,All workers,Output per worker,% Change from previous year,N.A.,0.4,0.7,4.8,1.4,2.0,2.4,2.3,1.5,0.7,1.7,6.4,0.9,6.8,5.9,-3.0
Private nonfarm,Washington,All workers,Real hourly compensation,% Change from previous year,N.A.,0.5,1.8,4.6,-2.4,1.8,1.8,1.2,1.1,-0.5,0.5,4.2,3.1,8.6,1.3,-3.9
Private nonfarm,Washington,All workers,Hourly compensation,% Change from previous year,N.A.,4.5,2.0,3.9,1.4,3.6,3.0,4.1,1.3,2.2,5.2,6.4,5.9,9.8,7.1,4.0
Private nonfarm,Washington,All workers,Value-added output,% Change from previous year,N.A.,1.4,-1.8,4.3,4.3,6.8,5.4,5.7,6.6,4.5,7.1,9.6,5.9,3.1,12.0,7.2
Private nonfarm,Washington,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.2,2.1,0.8,1.8,2.2,1.8,1.7,1.7,0.7,1.0,1.4,1.8,1.6,3.3,5.7
Private nonfarm,Washington,All workers,Labor compensation,% Change from previous year,N.A.,2.7,-3.7,1.8,4.1,6.9,3.0,6.5,5.5,6.0,9.0,8.4,7.9,3.7,10.1,8.7
Private nonfarm,Washington,All workers,Real labor compensation,% Change from previous year,N.A.,-1.2,-3.8,2.6,0.3,5.0,1.7,3.5,5.3,3.3,4.2,6.1,5.1,2.6,4.1,0.4
Private nonfarm,Washington,All workers,Unit labor costs,% Change from previous year,N.A.,2.5,0.2,-1.6,1.6,2.3,-0.6,2.4,0.7,2.2,2.8,0.3,3.7,2.2,1.5,7.1
Private nonfarm,West Virginia,All workers,Labor productivity,Index (2012=100),91.409,95.321,100.041,100.781,102.346,100.000,99.186,101.532,102.405,103.612,106.358,107.344,106.653,112.797,109.276,106.159
Private nonfarm,West Virginia,All workers,Real value-added output,Index (2012=100),94.746,98.514,97.426,98.217,100.884,100.000,101.021,102.122,102.550,101.266,104.619,107.865,106.059,101.532,103.550,103.770
Private nonfarm,West Virginia,All workers,Hours worked,Index (2012=100),103.651,103.350,97.386,97.456,98.572,100.000,101.850,100.581,100.141,97.737,98.365,100.485,99.443,90.013,94.760,97.750
Private nonfarm,West Virginia,All workers,Employment,Index (2012=100),101.624,101.652,98.696,97.041,98.562,100.000,100.872,100.052,99.986,97.301,96.599,98.870,97.602,89.747,92.804,94.959
Private nonfarm,West Virginia,All workers,Output per worker,Index (2012=100),93.232,96.913,98.713,101.212,102.356,100.000,100.147,102.068,102.565,104.075,108.302,109.098,108.665,113.131,111.580,109.279
Private nonfarm,West Virginia,All workers,Real hourly compensation,Index (2012=100),93.484,95.069,100.786,96.804,98.959,100.000,97.341,96.260,98.095,95.871,99.383,102.750,101.978,106.275,99.724,98.460
Private nonfarm,West Virginia,All workers,Hourly compensation,Index (2012=100),83.400,88.106,91.793,92.036,97.226,100.000,99.721,100.649,103.500,101.851,105.787,112.470,112.547,117.449,119.967,128.146
Private nonfarm,West Virginia,All workers,Value-added output price deflator,Index (2012=100),87.838,91.302,92.798,95.126,98.465,100.000,100.834,102.203,98.721,98.755,102.486,105.996,106.442,104.608,117.635,133.377
Private nonfarm,West Virginia,All workers,Labor compensation,Index (2012=100),86.445,91.057,89.394,89.695,95.838,100.000,101.566,101.233,103.646,99.546,104.058,113.015,111.920,105.720,113.681,125.262
Private nonfarm,West Virginia,All workers,Real labor compensation,Index (2012=100),96.898,98.253,98.152,94.342,97.546,100.000,99.142,96.819,98.234,93.701,97.758,103.248,101.410,95.661,94.499,96.244
Private nonfarm,West Virginia,All workers,Unit labor costs,Index (2012=100),91.238,92.431,91.755,91.323,94.998,100.000,100.539,99.130,101.069,98.301,99.464,104.775,105.526,104.125,109.784,120.712
Private nonfarm,West Virginia,All workers,Employment,Thousands of jobs,626.4,626.6,608.4,598.2,607.5,616.4,621.8,616.7,616.3,599.8,595.4,609.4,601.6,553.2,572.0,585.3
Private nonfarm,West Virginia,All workers,Hours worked,Millions of hours,"1,100.741","1,097.540","1,034.212","1,034.950","1,046.802","1,061.968","1,081.613","1,068.135","1,063.469","1,037.931","1,044.607","1,067.118","1,056.054",955.909,"1,006.321","1,038.069"
Private nonfarm,West Virginia,All workers,Real labor compensation,Millions of 2012 dollars,"33,296.173","33,761.976","33,727.073","32,417.826","33,518.917","34,362.203","34,067.312","33,269.186","33,755.241","32,197.733","33,591.953","35,478.367","34,846.759","32,871.390","32,471.880","33,071.616"
Private nonfarm,West Virginia,All workers,Value-added output,Millions of current dollars,"44,568.644","48,168.291","48,417.006","50,034.438","53,197.363","53,553.207","54,551.143","55,894.368","54,216.552","53,556.253","57,419.779","61,228.446","60,457.090","56,878.954","65,233.576","74,120.179"
Private nonfarm,West Virginia,All workers,Labor compensation,Millions of current dollars,"26,406.730","27,815.655","27,307.539","27,399.492","29,276.022","30,547.546","31,025.925","30,924.248","31,661.269","30,408.767","31,787.105","34,523.333","34,188.952","32,294.805","34,726.814","38,264.599"
Private nonfarm,West Virginia,All workers,Real hourly compensation,2012 dollars per hour worked,30.249,30.762,32.611,31.323,32.020,32.357,31.497,31.147,31.741,31.021,32.157,33.247,32.997,34.388,32.268,31.859
Private nonfarm,West Virginia,All workers,Hourly compensation,Current dollars per hour worked,23.990,25.344,26.404,26.474,27.967,28.765,28.685,28.952,29.772,29.297,30.430,32.352,32.374,33.784,34.509,36.861
Private nonfarm,West Virginia,All workers,Labor productivity,% Change from previous year,N.A.,4.3,5.0,0.7,1.6,-2.3,-0.8,2.4,0.9,1.2,2.7,0.9,-0.6,5.8,-3.1,-2.9
Private nonfarm,West Virginia,All workers,Real value-added output,% Change from previous year,N.A.,4.0,-1.1,0.8,2.7,-0.9,1.0,1.1,0.4,-1.3,3.3,3.1,-1.7,-4.3,2.0,0.2
Private nonfarm,West Virginia,All workers,Hours worked,% Change from previous year,N.A.,-0.3,-5.8,0.1,1.1,1.4,1.8,-1.2,-0.4,-2.4,0.6,2.2,-1.0,-9.5,5.3,3.2
Private nonfarm,West Virginia,All workers,Employment,% Change from previous year,N.A.,0.0,-2.9,-1.7,1.6,1.5,0.9,-0.8,-0.1,-2.7,-0.7,2.4,-1.3,-8.0,3.4,2.3
Private nonfarm,West Virginia,All workers,Output per worker,% Change from previous year,N.A.,3.9,1.9,2.5,1.1,-2.3,0.1,1.9,0.5,1.5,4.1,0.7,-0.4,4.1,-1.4,-2.1
Private nonfarm,West Virginia,All workers,Real hourly compensation,% Change from previous year,N.A.,1.7,6.0,-3.9,2.2,1.1,-2.7,-1.1,1.9,-2.3,3.7,3.4,-0.8,4.2,-6.2,-1.3
Private nonfarm,West Virginia,All workers,Hourly compensation,% Change from previous year,N.A.,5.6,4.2,0.3,5.6,2.9,-0.3,0.9,2.8,-1.6,3.9,6.3,0.1,4.4,2.1,6.8
Private nonfarm,West Virginia,All workers,Value-added output,% Change from previous year,N.A.,8.1,0.5,3.3,6.3,0.7,1.9,2.5,-3.0,-1.2,7.2,6.6,-1.3,-5.9,14.7,13.6
Private nonfarm,West Virginia,All workers,Value-added output price deflator,% Change from previous year,N.A.,3.9,1.6,2.5,3.5,1.6,0.8,1.4,-3.4,0.0,3.8,3.4,0.4,-1.7,12.5,13.4
Private nonfarm,West Virginia,All workers,Labor compensation,% Change from previous year,N.A.,5.3,-1.8,0.3,6.8,4.3,1.6,-0.3,2.4,-4.0,4.5,8.6,-1.0,-5.5,7.5,10.2
Private nonfarm,West Virginia,All workers,Real labor compensation,% Change from previous year,N.A.,1.4,-0.1,-3.9,3.4,2.5,-0.9,-2.3,1.5,-4.6,4.3,5.6,-1.8,-5.7,-1.2,1.8
Private nonfarm,West Virginia,All workers,Unit labor costs,% Change from previous year,N.A.,1.3,-0.7,-0.5,4.0,5.3,0.5,-1.4,2.0,-2.7,1.2,5.3,0.7,-1.3,5.4,10.0
Private nonfarm,Wisconsin,All workers,Labor productivity,Index (2012=100),95.614,93.847,96.668,99.411,99.769,100.000,99.134,99.682,101.420,100.889,98.987,102.306,105.173,107.834,108.861,109.728
Private nonfarm,Wisconsin,All workers,Real value-added output,Index (2012=100),97.731,96.022,91.872,95.249,97.928,100.000,101.101,103.690,106.440,107.847,108.074,111.287,113.436,109.181,115.831,117.819
Private nonfarm,Wisconsin,All workers,Hours worked,Index (2012=100),102.214,102.317,95.040,95.813,98.154,100.000,101.984,104.020,104.950,106.896,109.180,108.778,107.856,101.249,106.403,107.374
Private nonfarm,Wisconsin,All workers,Employment,Index (2012=100),104.469,104.377,99.504,98.100,99.270,100.000,101.782,102.928,104.076,106.835,108.169,109.054,110.112,104.014,107.323,109.341
Private nonfarm,Wisconsin,All workers,Output per worker,Index (2012=100),93.551,91.995,92.330,97.094,98.647,100.000,99.331,100.740,102.271,100.947,99.912,102.047,103.019,104.968,107.927,107.754
Private nonfarm,Wisconsin,All workers,Real hourly compensation,Index (2012=100),102.974,101.751,104.388,101.465,101.324,100.000,100.888,99.661,103.628,103.817,104.248,106.500,108.639,116.444,113.255,110.887
Private nonfarm,Wisconsin,All workers,Hourly compensation,Index (2012=100),92.062,94.500,97.390,96.740,98.905,100.000,102.216,102.845,106.317,107.952,110.581,116.221,121.398,129.168,132.613,140.473
Private nonfarm,Wisconsin,All workers,Value-added output price deflator,Index (2012=100),91.606,92.853,96.337,96.508,97.545,100.000,102.023,103.908,106.388,107.761,108.849,110.824,113.301,115.516,118.952,127.181
Private nonfarm,Wisconsin,All workers,Labor compensation,Index (2012=100),94.100,96.690,92.559,92.690,97.079,100.000,104.244,106.979,111.579,115.397,120.732,126.423,130.935,130.781,141.104,150.831
Private nonfarm,Wisconsin,All workers,Real labor compensation,Index (2012=100),105.254,104.109,99.210,97.217,99.454,100.000,102.890,103.668,108.757,110.977,113.818,115.849,117.173,117.898,120.506,119.063
Private nonfarm,Wisconsin,All workers,Unit labor costs,Index (2012=100),96.285,100.695,100.747,97.313,99.133,100.000,103.108,103.172,104.828,107.001,111.713,113.601,115.427,119.784,121.819,128.019
Private nonfarm,Wisconsin,All workers,Employment,Thousands of jobs,2654.6,2652.3,2528.5,2492.8,2522.6,2541.1,2586.4,2615.5,2644.7,2714.8,2748.7,2771.2,2798.0,2643.1,2727.2,2778.5
Private nonfarm,Wisconsin,All workers,Hours worked,Millions of hours,"4,352.935","4,357.338","4,047.403","4,080.334","4,180.035","4,258.646","4,343.139","4,429.848","4,469.437","4,552.343","4,649.572","4,632.484","4,593.215","4,311.827","4,531.309","4,572.671"
Private nonfarm,Wisconsin,All workers,Real labor compensation,Millions of 2012 dollars,"150,823.043","149,182.582","142,162.204","139,306.848","142,512.217","143,294.846","147,436.083","148,550.336","155,843.465","159,024.628","163,095.350","166,005.424","167,903.467","168,942.086","172,678.861","170,611.295"
Private nonfarm,Wisconsin,All workers,Value-added output,Millions of current dollars,"194,231.812","193,434.265","192,017.883","199,427.103","207,241.096","216,952.413","223,778.755","233,748.764","245,674.203","252,136.136","255,215.231","267,571.851","278,834.075","273,623.256","298,921.996","325,089.721"
Private nonfarm,Wisconsin,All workers,Labor compensation,Millions of current dollars,"126,660.006","130,146.071","124,585.437","124,761.425","130,669.571","134,601.227","140,313.391","143,995.496","150,186.655","155,326.245","162,507.169","170,167.076","176,239.922","176,032.643","189,927.651","203,021.047"
Private nonfarm,Wisconsin,All workers,Real hourly compensation,2012 dollars per hour worked,34.649,34.237,35.124,34.141,34.094,33.648,33.947,33.534,34.869,34.932,35.077,35.835,36.555,39.181,38.108,37.311
Private nonfarm,Wisconsin,All workers,Hourly compensation,Current dollars per hour worked,29.098,29.868,30.782,30.576,31.260,31.607,32.307,32.506,33.603,34.120,34.951,36.733,38.370,40.826,41.915,44.399
Private nonfarm,Wisconsin,All workers,Labor productivity,% Change from previous year,N.A.,-1.8,3.0,2.8,0.4,0.2,-0.9,0.6,1.7,-0.5,-1.9,3.4,2.8,2.5,1.0,0.8
Private nonfarm,Wisconsin,All workers,Real value-added output,% Change from previous year,N.A.,-1.7,-4.3,3.7,2.8,2.1,1.1,2.6,2.7,1.3,0.2,3.0,1.9,-3.8,6.1,1.7
Private nonfarm,Wisconsin,All workers,Hours worked,% Change from previous year,N.A.,0.1,-7.1,0.8,2.4,1.9,2.0,2.0,0.9,1.9,2.1,-0.4,-0.8,-6.1,5.1,0.9
Private nonfarm,Wisconsin,All workers,Employment,% Change from previous year,N.A.,-0.1,-4.7,-1.4,1.2,0.7,1.8,1.1,1.1,2.7,1.2,0.8,1.0,-5.5,3.2,1.9
Private nonfarm,Wisconsin,All workers,Output per worker,% Change from previous year,N.A.,-1.7,0.4,5.2,1.6,1.4,-0.7,1.4,1.5,-1.3,-1.0,2.1,1.0,1.9,2.8,-0.2
Private nonfarm,Wisconsin,All workers,Real hourly compensation,% Change from previous year,N.A.,-1.2,2.6,-2.8,-0.1,-1.3,0.9,-1.2,4.0,0.2,0.4,2.2,2.0,7.2,-2.7,-2.1
Private nonfarm,Wisconsin,All workers,Hourly compensation,% Change from previous year,N.A.,2.6,3.1,-0.7,2.2,1.1,2.2,0.6,3.4,1.5,2.4,5.1,4.5,6.4,2.7,5.9
Private nonfarm,Wisconsin,All workers,Value-added output,% Change from previous year,N.A.,-0.4,-0.7,3.9,3.9,4.7,3.1,4.5,5.1,2.6,1.2,4.8,4.2,-1.9,9.2,8.8
Private nonfarm,Wisconsin,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.4,3.8,0.2,1.1,2.5,2.0,1.8,2.4,1.3,1.0,1.8,2.2,2.0,3.0,6.9
Private nonfarm,Wisconsin,All workers,Labor compensation,% Change from previous year,N.A.,2.8,-4.3,0.1,4.7,3.0,4.2,2.6,4.3,3.4,4.6,4.7,3.6,-0.1,7.9,6.9
Private nonfarm,Wisconsin,All workers,Real labor compensation,% Change from previous year,N.A.,-1.1,-4.7,-2.0,2.3,0.5,2.9,0.8,4.9,2.0,2.6,1.8,1.1,0.6,2.2,-1.2
Private nonfarm,Wisconsin,All workers,Unit labor costs,% Change from previous year,N.A.,4.6,0.1,-3.4,1.9,0.9,3.1,0.1,1.6,2.1,4.4,1.7,1.6,3.8,1.7,5.1
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),107.288,107.731,113.143,108.469,105.379,100.000,99.243,97.211,105.644,107.739,103.936,102.420,100.847,104.818,101.139,99.496
Private nonfarm,Wyoming,All workers,Real value-added output,Index (2012=100),109.096,115.162,109.798,104.493,103.071,100.000,99.493,101.603,104.201,96.230,94.723,96.777,98.623,92.209,93.511,93.794
Private nonfarm,Wyoming,All workers,Hours worked,Index (2012=100),101.686,106.898,97.043,96.334,97.810,100.000,100.252,104.518,98.634,89.318,91.136,94.490,97.795,87.970,92.457,94.269
Private nonfarm,Wyoming,All workers,Employment,Index (2012=100),102.704,106.070,99.909,96.664,98.050,100.000,100.548,104.331,101.668,97.511,96.724,98.169,99.676,93.805,97.287,97.887
Private nonfarm,Wyoming,All workers,Output per worker,Index (2012=100),106.224,108.572,109.898,108.099,105.120,100.000,98.950,97.385,102.491,98.686,97.932,98.582,98.944,98.299,96.118,95.818
Private nonfarm,Wyoming,All workers,Real hourly compensation,Index (2012=100),101.074,100.635,99.503,101.227,98.582,100.000,100.791,101.089,103.128,104.035,102.998,107.959,105.761,113.979,112.697,110.703
Private nonfarm,Wyoming,All workers,Hourly compensation,Index (2012=100),90.097,93.188,92.714,94.689,96.864,100.000,101.869,105.017,107.386,109.571,109.932,112.085,113.793,120.945,125.321,133.185
Private nonfarm,Wyoming,All workers,Value-added output price deflator,Index (2012=100),91.420,101.791,86.010,93.943,100.481,100.000,100.582,101.019,91.948,90.405,95.587,100.321,99.226,95.125,110.998,129.593
Private nonfarm,Wyoming,All workers,Labor compensation,Index (2012=100),91.616,99.616,89.973,91.217,94.742,100.000,102.126,109.762,105.919,97.867,100.188,105.909,111.284,106.396,115.868,125.552
